id,name,platforms,desc
T1036.004,Masquerade Task or Service,"Windows, Linux, macOS",Adversaries may attempt to manipulate the name of a task or service to make it appear legitimate or benign. Tasks/services executed by the Task Scheduler or systemd will typically…
T1055.004,Asynchronous Procedure Call,Windows,Adversaries may inject malicious code into processes via the asynchronous procedure call (APC) queue in order to evade process-based defenses as well as possibly elevate…
T1020.001,Traffic Duplication,"Network Devices, IaaS","Adversaries may leverage traffic mirroring in order to automate data exfiltration over compromised infrastructure. Traffic mirroring is a native feature for some devices, often…"
T1647,Plist File Modification,macOS,"Adversaries may modify property list files (plist files) to enable other malicious activity, while also potentially evading and bypassing system defenses. macOS applications use…"
T1127.003,JamPlus,Windows,Adversaries may use `JamPlus` to proxy the execution of a malicious script. `JamPlus` is a build utility tool for code and data build systems. It works with several popular…
T1546.009,AppCert DLLs,Windows,Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by AppCert DLLs loaded into processes. Dynamic-link libraries (DLLs) that…
T1114.003,Email Forwarding Rule,"Windows, macOS, Linux, Office Suite","Adversaries may setup email forwarding rules to collect sensitive information. Adversaries may abuse email forwarding rules to monitor the activities of a victim, steal…"
T1074,Data Staged,"Windows, IaaS, Linux, macOS, ESXi",Adversaries may stage collected data in a central location or directory prior to Exfiltration. Data may be kept in separate files or combined into one file through techniques such…
T1649,Steal or Forge Authentication Certificates,"Windows, Linux, macOS, Identity Provider",Adversaries may steal or forge certificates used for authentication to access remote systems or resources. Digital certificates are often used to sign and encrypt messages and/or…
T1098.005,Device Registration,"Windows, Identity Provider","Adversaries may register a device to an adversary-controlled account. Devices may be registered in a multifactor authentication (MFA) system, which handles authentication to the…"
T1049,System Network Connections Discovery,"Windows, IaaS, Linux, macOS, Network Devices, ESXi",Adversaries may attempt to get a listing of network connections to or from the compromised system they are currently accessing or from remote systems by querying for information…
T1584,Compromise Infrastructure,PRE,"Adversaries may compromise third-party infrastructure that can be used during targeting. Infrastructure solutions include physical or cloud servers, domains, network devices, and…"
T1553.005,Mark-of-the-Web Bypass,Windows,"Adversaries may abuse specific file formats to subvert Mark-of-the-Web (MOTW) controls. In Windows, when files are downloaded from the Internet, they are tagged with a hidden NTFS…"
T1600.002,Disable Crypto Hardware,Network Devices,"Adversaries disable a network device’s dedicated hardware encryption, which may enable them to leverage weaknesses in software encryption in order to reduce the effort involved in…"
T1542,Pre-OS Boot,"Linux, Network Devices, Windows, macOS","Adversaries may abuse Pre-OS Boot mechanisms as a way to establish persistence on a system. During the booting process of a computer, firmware and various startup services are…"
T1612,Build Image on Host,Containers,Adversaries may build a container image directly on a host to bypass defenses that monitor for the retrieval of malicious images from a public registry. A remote…
T1055.002,Portable Executable Injection,Windows,Adversaries may inject portable executables (PE) into processes in order to evade process-based defenses as well as possibly elevate privileges. PE injection is a method of…
T1218.012,Verclsid,Windows,Adversaries may abuse verclsid.exe to proxy execution of malicious code. Verclsid.exe is known as the Extension CLSID Verification Host and is responsible for verifying each shell…
T1586,Compromise Accounts,PRE,"Adversaries may compromise accounts with services that can be used during targeting. For operations incorporating social engineering, the utilization of an online persona may be…"
T1569.001,Launchctl,macOS,"Adversaries may abuse launchctl to execute commands or programs. Launchctl interfaces with launchd, the service management framework for macOS. Launchctl supports taking…"
T1584.005,Botnet,PRE,Adversaries may compromise numerous third-party systems to form a botnet that can be used during targeting. A botnet is a network of compromised systems that can be instructed to…
T1059.008,Network Device CLI,Network Devices,Adversaries may abuse scripting or built-in command line interpreters (CLI) on network devices to execute malicious command and payloads. The CLI is the primary means through…
T1552.003,Bash History,"Linux, macOS",Adversaries may search the bash command history on compromised systems for insecurely stored credentials. Bash keeps track of the commands users type on the command-line with the…
T1562.010,Downgrade Attack,"Windows, Linux, macOS","Adversaries may downgrade or use a version of system features that may be outdated, vulnerable, and/or does not support updated security controls. Downgrade attacks typically take…"
T1559.003,XPC Services,macOS,Adversaries can provide malicious content to an XPC service daemon for local code execution. macOS uses XPC services for basic inter-process communication between various…
T1497,Virtualization/Sandbox Evasion,"Windows, macOS, Linux",Adversaries may employ various means to detect and avoid virtualization and analysis environments. This may include changing behaviors based on the results of checks for the…
T1102,Web Service,"Linux, macOS, Windows, ESXi","Adversaries may use an existing, legitimate external Web service as a means for relaying data to/from a compromised system. Popular websites, cloud services, and social media…"
T1552.001,Credentials In Files,"Windows, IaaS, Linux, macOS, Containers",Adversaries may search local file systems and remote file shares for files containing insecurely stored credentials. These can be files created by users to store their own…
T1568.003,DNS Calculation,"Linux, macOS, Windows, ESXi","Adversaries may perform calculations on addresses returned in DNS results to determine which port and IP address to use for command and control, rather than relying on a…"
T1218.005,Mshta,Windows,Adversaries may abuse mshta.exe to proxy execution of malicious .hta files and Javascript or VBScript through a trusted Windows utility. There are several examples of different…
T1547.015,Login Items,macOS,"Adversaries may add login items to execute upon user login to gain persistence or escalate privileges. Login items are applications, documents, folders, or server connections that…"
T1608,Stage Capabilities,PRE,"Adversaries may upload, install, or otherwise set up capabilities that can be used during targeting. To support their operations, an adversary may need to take capabilities they…"
T1608.005,Link Target,PRE,Adversaries may put in place resources that are referenced by a link that can be used during targeting. An adversary may rely upon a user clicking a malicious link in order to…
T1104,Multi-Stage Channels,"Linux, macOS, Windows, ESXi",Adversaries may create multiple stages for command and control that are employed under different conditions or for certain functions. Use of multiple stages may obfuscate the…
T1657,Financial Theft,"Linux, macOS, Windows, SaaS, Office Suite","Adversaries may steal monetary resources from targets through extortion, social engineering, technical theft, or other methods aimed at their own financial gain at the expense of…"
T1480,Execution Guardrails,"Linux, macOS, Windows, ESXi",Adversaries may use execution guardrails to constrain execution or actions based on adversary supplied and environment specific conditions that are expected to be present on the…
T1619,Cloud Storage Object Discovery,IaaS,"Adversaries may enumerate objects in cloud storage infrastructure. Adversaries may use this information during automated discovery to shape follow-on behaviors, including…"
T1606.001,Web Cookies,"Linux, macOS, Windows, SaaS, IaaS",Adversaries may forge web cookies that can be used to gain access to web applications or Internet services. Web applications and services (hosted in cloud SaaS environments or on-…
T1654,Log Enumeration,"Linux, macOS, Windows, IaaS, ESXi","Adversaries may enumerate system and service logs to find useful data. These logs may highlight various types of valuable insights for an adversary, such as user authentication…"
T1134.001,Token Impersonation/Theft,Windows,"Adversaries may duplicate then impersonate another user's existing token to escalate privileges and bypass access controls. For example, an adversary can duplicate an existing…"
T1567.001,Exfiltration to Code Repository,"Linux, macOS, Windows, ESXi",Adversaries may exfiltrate data to a code repository rather than over their primary command and control channel. Code repositories are often accessible via an API (ex:…
T1021.007,Cloud Services,"SaaS, IaaS, Office Suite, Identity Provider",Adversaries may log into accessible cloud services within a compromised environment using [Valid Accounts](https://attack.mitre.org/techniques/T1078) that are synchronized with or…
T1205.001,Port Knocking,"Linux, macOS, Windows, Network Devices","Adversaries may use port knocking to hide open ports used for persistence or command and control. To enable a port, an adversary sends a series of attempted connections to a…"
T1027.012,LNK Icon Smuggling,Windows,Adversaries may smuggle commands to download malicious payloads past content filters by hiding them within otherwise seemingly benign windows shortcut files. Windows shortcut…
T1583.006,Web Services,PRE,Adversaries may register for web services that can be used during targeting. A variety of popular websites exist for adversaries to register for a web-based service that can be…
T1528,Steal Application Access Token,"SaaS, Containers, IaaS, Office Suite, Identity Provider",Adversaries can steal application access tokens as a means of acquiring credentials to access remote systems and resources. Application access tokens are used to make authorized…
T1598.002,Spearphishing Attachment,PRE,Adversaries may send spearphishing messages with a malicious attachment to elicit sensitive information that can be used during targeting. Spearphishing for information is an…
T1098.001,Additional Cloud Credentials,"IaaS, SaaS, Identity Provider","Adversaries may add adversary-controlled credentials to a cloud account to maintain persistent access to victim accounts and instances within the environment. For example,…"
T1204,User Execution,"Linux, Windows, macOS, IaaS, Containers","An adversary may rely upon specific actions by a user in order to gain execution. Users may be subjected to social engineering to get them to execute malicious code by, for…"
T1491.001,Internal Defacement,"Linux, macOS, Windows, ESXi","An adversary may deface systems internal to an organization in an attempt to intimidate or mislead users, thus discrediting the integrity of the systems. This may take the form of…"
T1564.002,Hidden Users,"macOS, Windows, Linux",Adversaries may use hidden users to hide the presence of user accounts they create or modify. Administrators may want to hide users when there are many user accounts on a given…
T1134.003,Make and Impersonate Token,Windows,"Adversaries may make new tokens and impersonate users to escalate privileges and bypass access controls. For example, if an adversary has a username and password but the user is…"
T1552.006,Group Policy Preferences,Windows,Adversaries may attempt to find unsecured credentials in Group Policy Preferences (GPP). GPP are tools that allow administrators to create domain policies with embedded…
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,"Linux, macOS, Windows, ESXi",Adversaries may steal data by exfiltrating it over an asymmetrically encrypted network protocol other than that of the existing command and control channel. The data may also be…
T1087.004,Cloud Account,"SaaS, IaaS, Office Suite, Identity Provider","Adversaries may attempt to get a listing of cloud accounts. Cloud accounts are those created and configured by an organization for use by users, remote support, services, or for…"
T1057,Process Discovery,"Linux, Network Devices, Windows, macOS, ESXi",Adversaries may attempt to get information about running processes on a system. Information obtained could be used to gain an understanding of common software/applications running…
T1562.003,Impair Command History Logging,"Linux, macOS, Windows, Network Devices, ESXi",Adversaries may impair command history logging to hide commands they run on a compromised system. Various command interpreters keep track of the commands users type in their…
T1556.008,Network Provider DLL,Windows,Adversaries may register malicious network provider dynamic link libraries (DLLs) to capture cleartext user credentials during the authentication process. Network provider DLLs…
T1546.003,Windows Management Instrumentation Event Subscription,Windows,Adversaries may establish persistence and elevate privileges by executing malicious content triggered by a Windows Management Instrumentation (WMI) event subscription. WMI can be…
T1596.004,CDNs,PRE,"Adversaries may search content delivery network (CDN) data about victims that can be used during targeting. CDNs allow an organization to host content from a distributed, load…"
T1497.002,User Activity Based Checks,"Linux, macOS, Windows",Adversaries may employ various user activity checks to detect and avoid virtualization and analysis environments. This may include changing behaviors based on the results of…
T1496.004,Cloud Service Hijacking,SaaS,"Adversaries may leverage compromised software-as-a-service (SaaS) applications to complete resource-intensive tasks, which may impact hosted service availability. For example,…"
T1585.003,Cloud Accounts,PRE,"Adversaries may create accounts with cloud providers that can be used during targeting. Adversaries can use cloud accounts to further their operations, including leveraging cloud…"
T1072,Software Deployment Tools,"Linux, macOS, Windows, Network Devices, SaaS",Adversaries may gain access to and use centralized software suites installed within an enterprise to execute commands and move laterally through the network. Configuration…
T1041,Exfiltration Over C2 Channel,"Linux, macOS, Windows, ESXi",Adversaries may steal data by exfiltrating it over an existing command and control channel. Stolen data is encoded into the normal communications channel using the same protocol…
T1134.004,Parent PID Spoofing,Windows,Adversaries may spoof the parent process identifier (PPID) of a new process to evade process-monitoring defenses or to elevate privileges. New processes are typically spawned…
T1591,Gather Victim Org Information,PRE,"Adversaries may gather information about the victim's organization that can be used during targeting. Information about an organization may include a variety of details, including…"
T1606,Forge Web Credentials,"SaaS, Windows, macOS, Linux, IaaS, Office Suite, Identity Provider",Adversaries may forge credential materials that can be used to gain access to web applications or Internet services. Web applications and services (hosted in cloud SaaS…
T1621,Multi-Factor Authentication Request Generation,"Windows, Linux, macOS, IaaS, SaaS, Office Suite, Identity Provider",Adversaries may attempt to bypass multi-factor authentication (MFA) mechanisms and gain access to accounts by generating MFA requests sent to users. Adversaries in possession of…
T1554,Compromise Host Software Binary,"Linux, macOS, Windows, ESXi","Adversaries may modify host software binaries to establish persistent access to systems. Software binaries/executables provide a wide range of system commands or services,…"
T1552.008,Chat Messages,"SaaS, Office Suite",Adversaries may directly collect unsecured credentials stored or passed through user communication services. Credentials may be sent and stored in user chat communication…
T1059.001,PowerShell,Windows,Adversaries may abuse PowerShell commands and scripts for execution. PowerShell is a powerful interactive command-line interface and scripting environment included in the Windows…
T1546.001,Change Default File Association,Windows,"Adversaries may establish persistence by executing malicious content triggered by a file type association. When a file is opened, the default program used to open the file (also…"
T1055.014,VDSO Hijacking,Linux,Adversaries may inject malicious code into processes via VDSO hijacking in order to evade process-based defenses as well as possibly elevate privileges. Virtual dynamic shared…
T1071.002,File Transfer Protocols,"Linux, macOS, Windows, Network Devices, ESXi",Adversaries may communicate using application layer protocols associated with transferring files to avoid detection/network filtering by blending in with existing traffic.…
T1212,Exploitation for Credential Access,"Linux, Windows, macOS, Identity Provider",Adversaries may exploit software vulnerabilities in an attempt to collect credentials. Exploitation of a software vulnerability occurs when an adversary takes advantage of a…
T1546.014,Emond,macOS,Adversaries may gain persistence and elevate privileges by executing malicious content triggered by the Event Monitor Daemon (emond). Emond is a [Launch…
T1102.003,One-Way Communication,"Linux, macOS, Windows, ESXi","Adversaries may use an existing, legitimate external Web service as a means for sending commands to a compromised system without receiving return output over the Web service…"
T1590,Gather Victim Network Information,PRE,"Adversaries may gather information about the victim's networks that can be used during targeting. Information about networks may include a variety of details, including…"
T1210,Exploitation of Remote Services,"Linux, Windows, macOS, ESXi",Adversaries may exploit remote services to gain unauthorized access to internal systems once inside of a network. Exploitation of a software vulnerability occurs when an adversary…
T1534,Internal Spearphishing,"Windows, macOS, Linux, SaaS, Office Suite","After they already have access to accounts or systems within the environment, adversaries may use internal spearphishing to gain access to additional information or compromise…"
T1574.010,Services File Permissions Weakness,Windows,Adversaries may execute their own malicious payloads by hijacking the binaries used by services. Adversaries may use flaws in the permissions of Windows services to replace the…
T1547.001,Registry Run Keys / Startup Folder,Windows,"Adversaries may achieve persistence by adding a program to a startup folder or referencing it with a Registry run key. Adding an entry to the ""run keys"" in the Registry or startup…"
T1199,Trusted Relationship,"Windows, SaaS, IaaS, Linux, macOS, Identity Provider, Office Suite",Adversaries may breach or otherwise leverage organizations who have access to intended victims. Access through trusted third party relationship abuses an existing connection that…
T1136.003,Cloud Account,"IaaS, SaaS, Office Suite, Identity Provider","Adversaries may create a cloud account to maintain access to victim systems. With a sufficient level of access, such accounts may be used to establish secondary credentialed…"
T1069.001,Local Groups,"Linux, macOS, Windows",Adversaries may attempt to find local system groups and permission settings. The knowledge of local system permission groups can help adversaries determine which groups exist and…
T1593,Search Open Websites/Domains,PRE,Adversaries may search freely available websites and/or domains for information about victims that can be used during targeting. Information about victims may be available in…
T1098,Account Manipulation,"Windows, IaaS, Linux, macOS, SaaS, Network Devices, Containers, Office Suite, Identity Provider, ESXi",Adversaries may manipulate accounts to maintain and/or elevate access to victim systems. Account manipulation may consist of any action that preserves or modifies adversary access…
T1048,Exfiltration Over Alternative Protocol,"Linux, macOS, Windows, SaaS, IaaS, Network Devices, Office Suite, ESXi",Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel. The data may also be sent to an alternate network…
T1547.006,Kernel Modules and Extensions,"macOS, Linux",Adversaries may modify the kernel to automatically execute programs on system boot. Loadable Kernel Modules (LKMs) are pieces of code that can be loaded and unloaded into the…
T1056.002,GUI Input Capture,"macOS, Windows, Linux",Adversaries may mimic common operating system GUI components to prompt users for credentials with a seemingly legitimate prompt. When programs are executed that need additional…
T1588.002,Tool,PRE,"Adversaries may buy, steal, or download software tools that can be used during targeting. Tools can be open or closed source, free or commercial. A tool can be used for malicious…"
T1052.001,Exfiltration over USB,"Linux, Windows, macOS","Adversaries may attempt to exfiltrate data over a USB connected physical device. In certain circumstances, such as an air-gapped network compromise, exfiltration could occur via a…"
T1574.013,KernelCallbackTable,Windows,Adversaries may abuse the <code>KernelCallbackTable</code> of a process to hijack its execution flow in order to run their own payloads.(Citation: Lazarus APT January…
T1597,Search Closed Sources,PRE,"Adversaries may search and gather information about victims from closed (e.g., paid, private, or otherwise not freely available) sources that can be used during targeting.…"
T1053.006,Systemd Timers,Linux,Adversaries may abuse systemd timers to perform task scheduling for initial or recurring execution of malicious code. Systemd timers are unit files with file extension…
T1566,Phishing,"Linux, macOS, Windows, SaaS, Identity Provider, Office Suite","Adversaries may send phishing messages to gain access to victim systems. All forms of phishing are electronically delivered social engineering. Phishing can be targeted, known as…"
T1542.004,ROMMONkit,Network Devices,Adversaries may abuse the ROM Monitor (ROMMON) by loading an unauthorized firmware with adversary code to provide persistent access and manipulate device behavior that is…
T1218.001,Compiled HTML File,Windows,Adversaries may abuse Compiled HTML files (.chm) to conceal malicious code. CHM files are commonly distributed as part of the Microsoft HTML Help system. CHM files are compressed…
T1496.001,Compute Hijacking,"Windows, IaaS, Linux, macOS, Containers","Adversaries may leverage the compute resources of co-opted systems to complete resource-intensive tasks, which may impact system and/or hosted service availability. One common…"
T1070.005,Network Share Connection Removal,Windows,Adversaries may remove share connections that are no longer useful in order to clean up traces of their operation. Windows shared drive and [SMB/Windows Admin…
T1090.003,Multi-hop Proxy,"Linux, Network Devices, Windows, macOS, ESXi","Adversaries may chain together multiple proxies to disguise the source of malicious traffic. Typically, a defender will be able to identify the last proxy traffic traversed before…"
T1110,Brute Force,"Windows, SaaS, IaaS, Linux, macOS, Containers, Network Devices, Office Suite, Identity Provider, ESXi",Adversaries may use brute force techniques to gain access to accounts when passwords are unknown or when password hashes are obtained.(Citation: TrendMicro Pawn Storm Dec 2020)…
T1059.004,Unix Shell,"Linux, Network Devices, macOS, ESXi","Adversaries may abuse Unix shell commands and scripts for execution. Unix shells are the primary command prompt on Linux, macOS, and ESXi systems, though many variations of the…"
T1137.003,Outlook Forms,"Windows, Office Suite",Adversaries may abuse Microsoft Outlook forms to obtain persistence on a compromised system. Outlook forms are used as templates for presentation and functionality in Outlook…
T1219.003,Remote Access Hardware,"Linux, macOS, Windows","An adversary may use legitimate remote access hardware to establish an interactive command and control channel to target systems within networks. These services, including IP-…"
T1562.001,Disable or Modify Tools,"Windows, macOS, Linux, Containers, IaaS, Network Devices","Adversaries may modify and/or disable security tools to avoid possible detection of their malware/tools and activities. This may take many forms, such as killing security software…"
T1565,Data Manipulation,"Linux, macOS, Windows","Adversaries may insert, delete, or manipulate data in order to influence external outcomes or hide activity, thus threatening the integrity of the data.(Citation: Sygnia Elephant…"
T1559,Inter-Process Communication,"Windows, macOS, Linux","Adversaries may abuse inter-process communication (IPC) mechanisms for local code or command execution. IPC is typically used by processes to share data, communicate with each…"
T1001,Data Obfuscation,"Linux, macOS, Windows, ESXi",Adversaries may obfuscate command and control traffic to make it more difficult to detect.(Citation: Bitdefender FunnyDream Campaign November 2020) Command and control (C2)…
T1039,Data from Network Shared Drive,"Linux, macOS, Windows",Adversaries may search network shares on computers they have compromised to find files of interest. Sensitive data can be collected from remote systems via shared network drives…
T1584.006,Web Services,PRE,Adversaries may compromise access to third-party web services that can be used during targeting. A variety of popular websites exist for legitimate users to register for web-based…
T1601,Modify System Image,Network Devices,"Adversaries may make changes to the operating system of embedded network devices to weaken defenses and provide new capabilities for themselves. On such devices, the operating…"
T1574,Hijack Execution Flow,"Linux, macOS, Windows","Adversaries may execute their own malicious payloads by hijacking the way operating systems run programs. Hijacking execution flow can be for the purposes of persistence, since…"
T1059.011,Lua,"Linux, macOS, Windows, Network Devices",Adversaries may abuse Lua commands and scripts for execution. Lua is a cross-platform scripting and programming language primarily designed for embedded use in applications. Lua…
T1027.005,Indicator Removal from Tools,"Linux, macOS, Windows","Adversaries may remove indicators from tools if they believe their malicious tool was detected, quarantined, or otherwise curtailed. They can modify the tool by removing the…"
T1204.003,Malicious Image,"IaaS, Containers","Adversaries may rely on a user running a malicious image to facilitate execution. Amazon Web Services (AWS) Amazon Machine Images (AMIs), Google Cloud Platform (GCP) Images, and…"
T1543.005,Container Service,Containers,"Adversaries may create or modify container or container cluster management tools that run as daemons, agents, or services on individual hosts. These include software for creating…"
T1078,Valid Accounts,"Windows, SaaS, IaaS, Linux, macOS, Containers, Network Devices, Office Suite, Identity Provider, ESXi","Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion. Compromised…"
T1571,Non-Standard Port,"Linux, macOS, Windows, ESXi","Adversaries may communicate using a protocol and port pairing that are typically not associated. For example, HTTPS over port 8088(Citation: Symantec Elfin Mar 2019) or port…"
T1585.001,Social Media Accounts,PRE,Adversaries may create and cultivate social media accounts that can be used during targeting. Adversaries can create social media accounts that can be used to build a persona to…
T1055.012,Process Hollowing,Windows,Adversaries may inject malicious code into suspended and hollowed processes in order to evade process-based defenses. Process hollowing is a method of executing arbitrary code in…
T1068,Exploitation for Privilege Escalation,"Containers, Linux, Windows, macOS",Adversaries may exploit software vulnerabilities in an attempt to elevate privileges. Exploitation of a software vulnerability occurs when an adversary takes advantage of a…
T1564.009,Resource Forking,macOS,Adversaries may abuse resource forks to hide malicious code or executables to evade detection and bypass security applications. A resource fork provides applications a structured…
T1531,Account Access Removal,"Linux, macOS, Windows, SaaS, IaaS, Office Suite, ESXi","Adversaries may interrupt availability of system and network resources by inhibiting access to accounts utilized by legitimate users. Accounts may be deleted, locked, or…"
T1110.004,Credential Stuffing,"Windows, SaaS, IaaS, Linux, macOS, Containers, Network Devices, Office Suite, Identity Provider, ESXi","Adversaries may use credentials obtained from breach dumps of unrelated accounts to gain access to target accounts through credential overlap. Occasionally, large numbers of…"
T1027,Obfuscated Files or Information,"Linux, macOS, Windows, Network Devices, ESXi","Adversaries may attempt to make an executable or file difficult to discover or analyze by encrypting, encoding, or otherwise obfuscating its contents on the system or in transit.…"
T1556.006,Multi-Factor Authentication,"Windows, SaaS, IaaS, Linux, macOS, Office Suite, Identity Provider",Adversaries may disable or modify multi-factor authentication (MFA) mechanisms to enable persistent access to compromised accounts. Once adversaries have gained access to a…
T1114.002,Remote Email Collection,"Windows, Office Suite","Adversaries may target an Exchange server, Office 365, or Google Workspace to collect sensitive information. Adversaries may leverage a user's credentials and interact directly…"
T1505.004,IIS Components,Windows,Adversaries may install malicious components that run on Internet Information Services (IIS) web servers to establish persistence. IIS provides several mechanisms to extend the…
T1036.001,Invalid Code Signature,"macOS, Windows","Adversaries may attempt to mimic features of valid code signatures to increase the chance of deceiving a user, analyst, or tool. Code signing provides a level of authenticity on a…"
T1564.006,Run Virtual Instance,"Linux, macOS, Windows, ESXi",Adversaries may carry out malicious operations using a virtual instance to avoid detection. A wide variety of virtualization technologies exist that allow for the emulation of a…
T1027.014,Polymorphic Code,"Windows, macOS, Linux",Adversaries may utilize polymorphic code (also known as metamorphic or mutating code) to evade detection. Polymorphic code is a type of software capable of changing its runtime…
T1201,Password Policy Discovery,"Windows, Linux, macOS, IaaS, Network Devices, Identity Provider, SaaS, Office Suite",Adversaries may attempt to access detailed information about the password policy used within an enterprise network or cloud environment. Password policies are a way to enforce…
T1546,Event Triggered Execution,"Linux, macOS, Windows, SaaS, IaaS, Office Suite",Adversaries may establish persistence and/or elevate privileges using system mechanisms that trigger execution based on specific events. Various operating systems have means to…
T1546.004,Unix Shell Configuration Modification,"Linux, macOS",Adversaries may establish persistence through executing malicious commands triggered by a user’s shell. User [Unix Shell](https://attack.mitre.org/techniques/T1059/004)s execute…
T1187,Forced Authentication,Windows,Adversaries may gather credential material by invoking or forcing a user to automatically provide authentication information through a mechanism in which they can intercept. The…
T1134.005,SID-History Injection,Windows,Adversaries may use SID-History Injection to escalate privileges and bypass access controls. The Windows security identifier (SID) is a unique value that identifies a user or…
T1599,Network Boundary Bridging,Network Devices,Adversaries may bridge network boundaries by compromising perimeter network devices or internal devices responsible for network segmentation. Breaching these devices may enable an…
T1486,Data Encrypted for Impact,"Linux, macOS, Windows, IaaS, ESXi",Adversaries may encrypt data on target systems or on large numbers of systems in a network to interrupt availability to system and network resources. They can attempt to render…
T1553,Subvert Trust Controls,"Windows, macOS, Linux",Adversaries may undermine security controls that will either warn users of untrusted activity or prevent execution of untrusted programs. Operating systems and security products…
T1548.004,Elevated Execution with Prompt,macOS,Adversaries may leverage the <code>AuthorizationExecuteWithPrivileges</code> API to escalate privileges by prompting the user for credentials.(Citation: AppleDocs…
T1592.003,Firmware,PRE,Adversaries may gather information about the victim's host firmware that can be used during targeting. Information about host firmware may include a variety of details such as…
T1573,Encrypted Channel,"Linux, macOS, Windows, Network Devices, ESXi",Adversaries may employ an encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by a communication protocol. Despite…
T1547.002,Authentication Package,Windows,Adversaries may abuse authentication packages to execute DLLs when the system boots. Windows authentication package DLLs are loaded by the Local Security Authority (LSA) process…
T1218.010,Regsvr32,Windows,Adversaries may abuse Regsvr32.exe to proxy execution of malicious code. Regsvr32.exe is a command-line program used to register and unregister object linking and embedding…
T1567.003,Exfiltration to Text Storage Sites,"Linux, macOS, Windows, ESXi","Adversaries may exfiltrate data to text storage sites instead of their primary command and control channel. Text storage sites, such as <code>pastebin[.]com</code>, are commonly…"
T1592.002,Software,PRE,Adversaries may gather information about the victim's host software that can be used during targeting. Information about installed software may include a variety of details such…
T1056,Input Capture,"Linux, Network Devices, Windows, macOS","Adversaries may use methods of capturing user input to obtain credentials or collect information. During normal system usage, users often provide credentials to various different…"
T1566.004,Spearphishing Voice,"Linux, macOS, Windows, Identity Provider",Adversaries may use voice communications to ultimately gain access to victim systems. Spearphishing voice is a specific variant of spearphishing. It is different from other forms…
T1587.004,Exploits,PRE,Adversaries may develop exploits that can be used during targeting. An exploit takes advantage of a bug or vulnerability in order to cause unintended or unanticipated behavior to…
T1593.001,Social Media,PRE,Adversaries may search social media for information about victims that can be used during targeting. Social media sites may contain various information about a victim…
T1213.004,Customer Relationship Management Software,SaaS,Adversaries may leverage Customer Relationship Management (CRM) software to mine valuable information. CRM software is used to assist organizations in tracking and managing…
T1546.015,Component Object Model Hijacking,Windows,Adversaries may establish persistence by executing malicious content triggered by hijacked references to Component Object Model (COM) objects. COM is a system within Windows to…
T1589.001,Credentials,PRE,Adversaries may gather credentials that can be used during targeting. Account credentials gathered by adversaries may be those directly associated with the target victim…
T1195.002,Compromise Software Supply Chain,"Linux, macOS, Windows",Adversaries may manipulate application software prior to receipt by a final consumer for the purpose of data or system compromise. Supply chain compromise of software can take…
T1036.003,Rename Legitimate Utilities,"Linux, macOS, Windows",Adversaries may rename legitimate / system utilities to try to evade security mechanisms concerning the usage of those utilities. Security monitoring and control mechanisms may be…
T1102.002,Bidirectional Communication,"Linux, macOS, Windows, ESXi","Adversaries may use an existing, legitimate external Web service as a means for sending commands to and receiving output from a compromised system over the Web service channel.…"
T1203,Exploitation for Client Execution,"Linux, Windows, macOS",Adversaries may exploit software vulnerabilities in client applications to execute code. Vulnerabilities can exist in software due to unsecure coding practices that can lead to…
T1595.003,Wordlist Scanning,PRE,Adversaries may iteratively probe infrastructure using brute-forcing and crawling techniques. While this technique employs similar methods to [Brute…
T1667,Email Bombing,"Linux, Office Suite, Windows, macOS",Adversaries may flood targeted email addresses with an overwhelming volume of messages. This may bury legitimate emails in a flood of spam and disrupt business…
T1562.011,Spoof Security Alerting,"Windows, macOS, Linux","Adversaries may spoof security alerting from tools, presenting false evidence to impair defenders’ awareness of malicious activity.(Citation: BlackBasta) Messages produced by…"
T1137.004,Outlook Home Page,"Windows, Office Suite",Adversaries may abuse Microsoft Outlook's Home Page feature to obtain persistence on a compromised system. Outlook Home Page is a legacy feature used to customize the presentation…
T1573.002,Asymmetric Cryptography,"Linux, macOS, Windows, Network Devices, ESXi",Adversaries may employ a known asymmetric encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by a communication…
T1567.002,Exfiltration to Cloud Storage,"Linux, macOS, Windows, ESXi","Adversaries may exfiltrate data to a cloud storage service rather than over their primary command and control channel. Cloud storage services allow for the storage, edit, and…"
T1570,Lateral Tool Transfer,"Linux, macOS, Windows, ESXi","Adversaries may transfer tools or other files between systems in a compromised environment. Once brought into the victim environment (i.e., [Ingress Tool…"
T1574.009,Path Interception by Unquoted Path,Windows,Adversaries may execute their own malicious payloads by hijacking vulnerable file path references. Adversaries can take advantage of paths that lack surrounding quotations by…
T1608.003,Install Digital Certificate,PRE,Adversaries may install SSL/TLS certificates that can be used during targeting. SSL/TLS certificates are files that can be installed on servers to enable secure communications…
T1037.005,Startup Items,macOS,Adversaries may use startup items automatically executed at boot initialization to establish persistence. Startup items execute during the final phase of the boot process and…
